Date,Close,Open,High,Low
4/14/09,"1,324.00","1,334.00","1,341.00","1,310.50"
4/15/09,"1,317.00","1,312.75","1,320.00","1,293.50"
4/16/09,"1,352.00","1,316.75","1,358.25","1,307.25"
4/17/09,"1,352.00","1,350.75","1,360.75","1,336.75"
4/20/09,"1,313.50","1,349.50","1,349.50","1,301.50"
4/21/09,"1,328.00","1,313.00","1,330.00","1,299.75"
4/22/09,"1,323.50","1,327.75","1,362.00","1,314.75"
4/23/09,"1,342.00","1,328.25","1,347.25","1,319.00"
4/24/09,"1,375.00","1,343.00","1,378.50","1,335.50"
4/27/09,"1,373.25","1,368.00","1,383.50","1,350.25"
4/28/09,"1,360.50","1,371.50","1,377.50","1,351.00"
4/29/09,"1,377.75","1,359.25","1,397.25","1,355.00"
4/30/09,"1,393.50","1,377.25","1,417.25","1,376.25"
5/1/09,"1,398.50","1,388.75","1,402.75","1,381.00"
5/4/09,"1,422.50","1,397.50","1,425.75","1,397.50"
5/5/09,"1,427.25","1,424.00","1,428.25","1,406.25"
5/6/09,"1,429.75","1,426.25","1,435.50","1,399.00"
5/7/09,"1,394.50","1,427.75","1,437.75","1,375.25"
5/8/09,"1,389.50","1,394.00","1,410.25","1,375.75"
5/11/09,"1,396.75","1,387.00","1,409.75","1,366.00"
5/12/09,"1,385.00","1,397.00","1,406.50","1,360.75"
5/13/09,"1,344.25","1,386.00","1,389.50","1,338.25"
5/14/09,"1,353.75","1,344.50","1,368.75","1,336.50"
5/15/09,"1,354.25","1,354.25","1,373.00","1,341.25"
5/18/09,"1,388.50","1,352.25","1,392.50","1,342.50"
5/19/09,"1,394.00","1,389.00","1,410.50","1,379.00"
5/20/09,"1,392.50","1,393.00","1,423.00","1,386.50"
5/21/09,"1,367.50","1,392.00","1,393.50","1,352.00"
5/22/09,"1,360.75","1,368.25","1,379.25","1,352.25"
5/26/09,"1,410.75","1,359.75","1,414.50","1,342.75"
5/27/09,"1,404.00","1,410.25","1,428.75","1,397.75"
5/28/09,"1,418.25","1,402.50","1,424.25","1,389.25"
5/29/09,"1,435.50","1,417.75","1,442.75","1,411.00"
6/1/09,"1,470.00","1,434.00","1,482.25","1,430.00"
6/2/09,"1,478.50","1,470.00","1,494.50","1,464.50"
6/3/09,"1,477.50","1,479.00","1,484.50","1,458.75"
6/4/09,"1,493.00","1,475.75","1,493.75","1,473.75"
6/5/09,"1,495.00","1,492.75","1,513.00","1,478.50"
6/8/09,"1,490.50","1,491.75","1,500.25","1,466.75"
6/9/09,"1,500.75","1,490.25","1,509.50","1,486.50"
6/10/09,"1,495.75","1,500.25","1,517.75","1,473.25"
6/11/09,"1,492.00","1,494.50","1,512.00","1,488.25"
6/12/09,"1,486.50","1,489.25","1,497.50","1,469.75"
6/15/09,"1,458.50","1,482.75","1,483.00","1,444.75"
6/16/09,"1,445.75","1,459.25","1,469.50","1,442.50"
6/17/09,"1,454.75","1,447.00","1,470.75","1,439.50"
6/18/09,"1,451.00","1,454.00","1,464.25","1,444.50"
6/19/09,"1,470.53","1,450.00","1,469.00","1,447.75"
6/22/09,"1,428.00","1,463.75","1,470.50","1,421.25"
6/23/09,"1,424.00","1,427.75","1,434.25","1,412.00"
6/24/09,"1,447.25","1,424.25","1,457.00","1,420.00"
6/25/09,"1,473.00","1,446.25","1,476.75","1,432.75"
6/26/09,"1,476.75","1,473.50","1,482.00","1,463.75"
6/29/09,"1,481.50","1,476.00","1,492.50","1,466.75"
6/30/09,"1,476.25","1,481.00","1,491.75","1,465.75"
7/1/09,"1,478.75","1,477.50","1,496.25","1,474.25"
7/2/09,"1,445.25","1,478.50","1,479.25","1,441.25"
7/3/09,"1,445.25","1,445.00","1,450.25","1,438.50"
7/6/09,"1,441.00","1,442.75","1,444.25","1,422.25"
7/7/09,"1,408.00","1,441.00","1,446.75","1,401.25"
7/8/09,"1,407.00","1,408.25","1,415.50","1,392.50"
7/9/09,"1,413.50","1,407.00","1,421.25","1,406.50"
7/10/09,"1,416.00","1,413.75","1,426.50","1,402.75"
7/13/09,"1,442.50","1,418.50","1,446.75","1,399.50"
7/14/09,"1,446.75","1,441.75","1,453.25","1,437.25"
7/15/09,"1,497.25","1,462.50","1,499.50","1,462.25"
7/16/09,"1,512.75","1,495.75","1,520.25","1,489.00"
7/17/09,"1,528.00","1,512.25","1,529.00","1,504.75"
7/20/09,"1,540.50","1,527.75","1,544.00","1,523.50"
7/21/09,"1,554.00","1,539.75","1,555.00","1,528.25"
7/22/09,"1,556.50","1,552.25","1,571.25","1,544.75"
7/23/09,"1,584.00","1,557.75","1,603.75","1,555.00"
7/24/09,"1,597.25","1,579.75","1,600.25","1,572.00"
7/27/09,"1,599.50","1,597.25","1,609.00","1,578.50"
7/28/09,"1,601.50","1,598.25","1,608.00","1,581.50"
7/29/09,"1,600.75","1,601.25","1,603.75","1,583.75"
7/30/09,"1,606.75","1,600.25","1,632.00","1,599.00"
7/31/09,"1,602.00","1,605.50","1,618.75","1,598.50"
8/3/09,"1,626.75","1,601.25","1,628.25","1,600.50"
8/4/09,"1,630.25","1,625.50","1,632.50","1,612.75"
8/5/09,"1,614.50","1,630.00","1,631.50","1,602.50"
8/6/09,"1,601.25","1,615.25","1,624.50","1,593.50"
8/7/09,"1,619.75","1,600.25","1,627.75","1,595.25"
8/10/09,"1,612.50","1,619.00","1,619.75","1,597.75"
8/11/09,"1,596.50","1,611.75","1,617.75","1,585.75"
8/12/09,"1,618.75","1,596.25","1,633.75","1,587.25"
8/13/09,"1,631.75","1,619.00","1,638.50","1,610.00"
8/14/09,"1,615.00","1,630.50","1,634.00","1,595.00"
8/17/09,"1,566.25","1,612.25","1,612.50","1,561.25"
8/18/09,"1,587.00","1,566.50","1,588.25","1,563.75"
8/19/09,"1,598.75","1,586.00","1,600.50","1,564.50"
8/20/09,"1,614.00","1,598.00","1,620.25","1,591.00"
8/21/09,"1,635.50","1,613.25","1,639.75","1,600.00"
8/24/09,"1,634.00","1,635.00","1,648.25","1,628.75"
8/25/09,"1,636.50","1,634.00","1,655.50","1,625.25"
8/26/09,"1,636.50","1,636.50","1,649.25","1,627.50"
8/27/09,"1,639.00","1,637.25","1,643.50","1,610.50"
8/28/09,"1,642.50","1,639.00","1,668.50","1,630.50"
8/31/09,"1,625.00","1,641.25","1,645.00","1,615.75"
9/1/09,"1,595.50","1,625.00","1,649.00","1,590.25"
9/2/09,"1,593.00","1,595.25","1,603.00","1,585.25"
9/3/09,"1,604.00","1,592.75","1,608.50","1,584.50"
9/4/09,"1,635.75","1,604.50","1,640.50","1,600.50"
9/8/09,"1,655.25","1,635.50","1,656.75","1,633.75"
9/9/09,"1,666.00","1,653.75","1,677.00","1,645.00"
9/10/09,"1,685.00","1,666.50","1,686.50","1,661.75"
9/11/09,"1,685.50","1,683.25","1,691.00","1,674.00"
9/14/09,"1,689.75","1,685.00","1,693.50","1,667.50"
9/15/09,"1,696.75","1,690.50","1,703.50","1,681.50"
9/16/09,"1,719.50","1,695.00","1,725.00","1,694.75"
9/17/09,"1,722.00","1,718.75","1,746.00","1,714.00"
9/18/09,"1,733.48","1,722.00","1,735.00","1,715.50"
9/21/09,"1,727.75","1,717.25","1,733.75","1,706.75"
9/22/09,"1,734.25","1,727.50","1,741.25","1,725.50"
9/23/09,"1,725.50","1,733.50","1,753.25","1,720.75"
9/24/09,"1,699.50","1,724.25","1,736.75","1,696.00"
9/25/09,"1,697.00","1,699.00","1,709.00","1,688.75"
9/28/09,"1,722.75","1,697.00","1,732.50","1,688.00"
9/29/09,"1,715.50","1,722.50","1,730.75","1,706.75"
9/30/09,"1,717.50","1,715.00","1,730.00","1,688.75"
10/1/09,"1,670.50","1,716.00","1,726.75","1,663.75"
10/2/09,"1,662.25","1,669.75","1,674.75","1,649.75"
10/5/09,"1,674.00","1,662.50","1,681.25","1,658.00"
10/6/09,"1,700.75","1,674.00","1,711.25","1,674.00"
10/7/09,"1,708.00","1,700.75","1,710.00","1,696.00"
10/8/09,"1,716.50","1,707.50","1,730.75","1,707.50"
10/9/09,"1,725.50","1,716.00","1,727.75","1,706.50"
10/12/09,"1,727.75","1,725.00","1,740.50","1,716.50"
10/13/09,"1,726.75","1,728.00","1,735.75","1,720.25"
10/14/09,"1,747.75","1,740.00","1,754.50","1,737.75"
10/15/09,"1,748.50","1,747.50","1,754.25","1,737.00"
10/16/09,"1,731.50","1,749.50","1,758.00","1,724.75"
10/19/09,"1,750.25","1,730.00","1,756.50","1,723.25"
10/20/09,"1,758.25","1,749.50","1,773.50","1,743.50"
10/21/09,"1,753.25","1,757.25","1,779.25","1,746.00"
10/22/09,"1,762.50","1,749.50","1,766.25","1,737.50"
10/23/09,"1,752.00","1,762.25","1,778.25","1,746.75"
10/26/09,"1,748.00","1,751.00","1,777.25","1,737.50"
10/27/09,"1,719.75","1,747.50","1,751.75","1,713.00"
10/28/09,"1,680.00","1,719.50","1,723.00","1,677.25"
10/29/09,"1,707.50","1,680.75","1,713.00","1,677.25"
10/30/09,"1,665.50","1,707.00","1,711.75","1,660.00"
11/2/09,"1,669.00","1,661.00","1,687.75","1,650.25"
11/3/09,"1,675.50","1,670.75","1,677.50","1,651.00"
11/4/09,"1,686.75","1,675.00","1,700.00","1,673.50"
11/5/09,"1,719.25","1,686.75","1,722.00","1,671.50"
11/6/09,"1,729.75","1,719.00","1,737.50","1,705.00"
11/9/09,"1,766.50","1,728.00","1,767.50","1,727.50"
11/10/09,"1,772.50","1,766.00","1,776.50","1,759.00"
11/11/09,"1,783.75","1,772.25","1,792.50","1,770.75"
11/12/09,"1,773.75","1,784.00","1,793.50","1,768.50"
11/13/09,"1,788.25","1,772.75","1,792.50","1,770.25"
11/16/09,"1,803.50","1,789.50","1,813.75","1,787.25"
11/17/09,"1,808.75","1,802.75","1,811.75","1,795.25"
11/18/09,"1,800.50","1,808.75","1,813.25","1,788.75"
11/19/09,"1,770.25","1,800.50","1,802.00","1,759.75"
11/20/09,"1,763.50","1,770.50","1,774.00","1,755.00"
11/23/09,"1,791.25","1,763.00","1,801.75","1,762.25"
11/24/09,"1,786.50","1,790.25","1,801.75","1,762.25"
11/25/09,"1,794.25","1,786.25","1,799.75","1,775.75"
11/27/09,"1,759.25","1,794.25","1,797.25","1,722.25"
11/30/09,"1,767.50","1,763.00","1,775.00","1,750.25"
12/1/09,"1,792.00","1,766.50","1,799.00","1,765.00"
12/2/09,"1,791.50","1,791.25","1,806.50","1,786.00"
12/3/09,"1,780.25","1,791.50","1,806.75","1,777.75"
12/4/09,"1,795.00","1,779.50","1,816.25","1,772.75"
12/7/09,"1,784.00","1,795.00","1,799.00","1,779.00"
12/8/09,"1,768.50","1,785.25","1,789.75","1,760.00"
12/9/09,"1,792.50","1,768.75","1,792.75","1,758.75"
12/10/09,"1,800.00","1,791.50","1,808.50","1,786.25"
12/11/09,"1,794.00","1,799.50","1,812.75","1,784.50"
12/14/09,"1,809.75","1,794.25","1,811.00","1,788.25"
12/15/09,"1,796.75","1,809.75","1,813.75","1,793.25"
12/16/09,"1,801.75","1,797.75","1,815.00","1,796.50"
12/17/09,"1,787.25","1,802.25","1,804.00","1,776.75"
12/18/09,"1,794.94","1,788.25","1,798.00","1,786.25"
12/21/09,"1,825.50","1,806.00","1,833.75","1,803.00"
12/22/09,"1,841.00","1,825.50","1,841.00","1,825.25"
12/23/09,"1,852.25","1,841.00","1,853.00","1,837.00"
12/24/09,"1,868.00","1,851.75","1,869.50","1,850.75"
12/28/09,"1,874.50","1,867.50","1,881.50","1,862.75"
12/29/09,"1,872.50","1,873.75","1,881.25","1,869.25"
12/30/09,"1,876.75","1,871.00","1,880.25","1,862.25"
12/31/09,"1,858.75","1,876.00","1,882.00","1,858.75"
1/4/10,"1,886.75","1,865.50","1,889.00","1,865.50"
1/5/10,"1,885.25","1,887.00","1,890.25","1,876.00"
1/6/10,"1,878.50","1,884.50","1,891.75","1,872.25"
1/7/10,"1,877.50","1,877.75","1,880.50","1,865.75"
1/8/10,"1,890.00","1,877.50","1,892.50","1,865.00"
1/11/10,"1,883.50","1,892.25","1,900.00","1,874.25"
1/12/10,"1,865.50","1,882.00","1,883.75","1,850.00"
1/13/10,"1,882.50","1,866.00","1,889.50","1,853.25"
1/14/10,"1,888.25","1,882.25","1,890.25","1,876.00"
1/15/10,"1,862.25","1,893.00","1,894.00","1,854.75"
1/19/10,"1,889.75","1,861.75","1,895.75","1,857.50"
1/20/10,"1,867.00","1,889.25","1,892.25","1,845.50"
1/21/10,"1,841.00","1,867.75","1,883.50","1,838.75"
1/22/10,"1,797.75","1,841.25","1,849.25","1,789.50"
1/25/10,"1,798.50","1,794.75","1,811.75","1,792.50"
1/26/10,"1,796.50","1,809.75","1,823.75","1,783.75"
1/27/10,"1,809.00","1,798.75","1,821.50","1,787.75"
1/28/10,"1,770.50","1,807.50","1,820.00","1,759.25"
1/29/10,"1,739.25","1,777.75","1,789.25","1,731.75"
2/1/10,"1,755.75","1,740.00","1,758.25","1,737.00"
2/2/10,"1,769.00","1,756.25","1,778.00","1,747.75"
2/3/10,"1,785.50","1,769.00","1,786.50","1,763.50"
2/4/10,"1,734.75","1,784.50","1,792.00","1,731.50"
2/5/10,"1,745.00","1,734.00","1,747.75","1,710.75"
2/8/10,"1,734.50","1,747.25","1,753.75","1,730.50"
2/9/10,"1,752.00","1,734.00","1,767.25","1,732.00"
2/10/10,"1,744.75","1,752.50","1,762.75","1,736.00"
2/11/10,"1,775.50","1,744.50","1,778.75","1,736.75"
2/12/10,"1,783.25","1,773.25","1,783.50","1,754.00"
2/16/10,"1,799.25","1,781.50","1,801.50","1,775.25"
2/17/10,"1,811.75","1,799.25","1,812.50","1,797.50"
2/18/10,"1,820.75","1,812.00","1,824.75","1,804.75"
2/19/10,"1,819.25","1,819.25","1,830.00","1,801.00"
2/22/10,"1,821.00","1,818.75","1,833.00","1,810.25"
2/23/10,"1,801.00","1,819.75","1,829.00","1,785.25"
2/24/10,"1,814.00","1,799.50","1,819.75","1,796.50"
2/25/10,"1,813.50","1,813.00","1,816.00","1,780.50"
2/26/10,"1,818.50","1,813.00","1,822.25","1,803.50"
3/1/10,"1,842.75","1,821.25","1,848.50","1,821.25"
3/2/10,"1,852.25","1,842.75","1,862.25","1,842.50"
3/3/10,"1,852.00","1,851.00","1,861.25","1,845.75"
3/4/10,"1,859.75","1,851.25","1,860.75","1,844.25"
3/5/10,"1,885.50","1,858.75","1,889.50","1,857.00"
3/8/10,"1,888.25","1,884.00","1,894.75","1,883.25"
3/9/10,"1,901.25","1,888.00","1,912.00","1,881.00"
3/10/10,"1,918.75","1,901.50","1,921.25","1,900.00"
3/11/10,"1,925.25","1,917.75","1,926.75","1,909.25"
3/12/10,"1,926.75","1,926.00","1,935.25","1,916.50"
3/15/10,"1,919.50","1,927.75","1,927.75","1,906.50"
3/16/10,"1,931.00","1,921.25","1,934.50","1,919.00"
3/17/10,"1,936.50","1,930.25","1,946.25","1,929.75"
3/18/10,"1,944.50","1,936.00","1,945.50","1,931.75"
3/19/10,"1,955.83","1,944.50","1,952.00","1,941.50"
3/22/10,"1,948.50","1,927.25","1,954.25","1,919.00"
3/23/10,"1,962.25","1,948.00","1,962.00","1,940.50"
3/24/10,"1,951.50","1,961.00","1,962.00","1,946.00"
3/25/10,"1,949.50","1,951.00","1,974.25","1,945.75"
3/26/10,"1,951.75","1,949.00","1,963.00","1,939.25"
3/29/10,"1,960.25","1,952.00","1,966.25","1,951.75"
3/30/10,"1,965.50","1,959.50","1,972.00","1,952.25"
3/31/10,"1,955.75","1,964.50","1,967.50","1,952.50"
4/1/10,"1,952.00","1,955.75","1,977.25","1,940.75"
4/2/10,"1,952.00","1,953.50","1,962.50","1,948.75"
4/5/10,"1,973.50","1,964.00","1,978.75","1,955.25"
4/6/10,"1,978.75","1,973.00","1,985.75","1,965.25"
4/7/10,"1,975.00","1,979.00","1,984.50","1,964.25"
4/8/10,"1,980.00","1,974.00","1,982.50","1,959.25"
4/9/10,"1,992.00","1,979.50","1,992.75","1,975.00"
4/12/10,"1,992.50","1,995.00","2,001.75","1,987.75"
4/13/10,"2,001.25","1,991.25","2,004.00","1,984.25"
4/14/10,"2,026.50","2,009.75","2,026.75","2,006.75"
4/15/10,"2,034.75","2,026.00","2,037.75","2,017.75"
4/16/10,"2,009.75","2,033.00","2,035.25","1,997.75"
4/19/10,"2,013.00","2,004.50","2,016.50","1,985.75"
4/20/10,"2,024.25","2,011.75","2,025.25","2,007.00"
4/21/10,"2,025.50","2,024.25","2,040.50","2,018.50"
4/22/10,"2,036.25","2,021.00","2,045.00","2,000.50"
4/23/10,"2,053.00","2,033.00","2,053.50","2,029.25"
4/26/10,"2,047.25","2,050.00","2,058.75","2,043.00"
4/27/10,"2,008.75","2,045.75","2,050.50","1,998.50"
4/28/10,"2,006.75","2,008.75","2,022.75","1,989.50"
4/29/10,"2,041.00","2,005.50","2,044.00","2,004.75"
4/30/10,"1,998.50","2,041.00","2,047.00","1,998.00"
5/3/10,"2,027.00","2,002.25","2,038.00","1,999.25"
5/4/10,"1,969.50","2,026.00","2,028.50","1,952.25"
5/5/10,"1,958.50","1,969.25","1,972.00","1,934.50"
5/6/10,"1,886.00","1,958.00","1,963.00","1,730.25"
5/7/10,"1,848.50","1,884.00","1,909.25","1,805.75"
5/10/10,"1,939.50","1,873.75","1,942.00","1,872.25"
5/11/10,"1,935.25","1,939.75","1,965.00","1,915.00"
5/12/10,"1,972.75","1,934.75","1,976.25","1,917.00"
5/13/10,"1,947.25","1,970.00","1,981.50","1,938.50"
5/14/10,"1,909.75","1,945.00","1,950.50","1,883.00"
5/17/10,"1,913.50","1,907.75","1,919.50","1,870.50"
5/18/10,"1,888.00","1,912.25","1,932.00","1,876.75"
5/19/10,"1,868.25","1,886.25","1,893.75","1,849.50"
5/20/10,"1,800.50","1,867.75","1,875.00","1,794.00"
5/21/10,"1,819.25","1,800.00","1,834.00","1,765.50"
5/24/10,"1,812.50","1,821.25","1,840.00","1,796.00"
5/25/10,"1,815.50","1,809.75","1,819.50","1,754.25"
5/26/10,"1,791.50","1,814.50","1,849.75","1,788.75"
5/27/10,"1,863.75","1,788.25","1,864.50","1,781.75"
5/28/10,"1,852.00","1,862.25","1,874.25","1,835.50"
6/1/10,"1,831.00","1,852.00","1,878.00","1,824.25"
6/2/10,"1,879.00","1,832.00","1,879.25","1,828.50"
6/3/10,"1,897.75","1,877.00","1,899.25","1,871.00"
6/4/10,"1,834.25","1,897.50","1,904.50","1,824.25"
6/7/10,"1,795.75","1,831.75","1,845.50","1,793.75"
6/8/10,"1,791.50","1,795.00","1,817.75","1,770.00"
6/9/10,"1,782.25","1,791.75","1,823.50","1,773.75"
6/10/10,"1,822.50","1,780.50","1,831.75","1,775.25"
6/11/10,"1,844.00","1,821.25","1,848.75","1,807.75"
6/14/10,"1,847.75","1,848.00","1,877.75","1,844.00"
6/15/10,"1,894.50","1,847.25","1,899.00","1,846.25"
6/16/10,"1,907.00","1,894.50","1,913.50","1,880.00"
6/17/10,"1,910.50","1,906.75","1,918.75","1,894.00"
6/18/10,"1,912.97","1,910.75","1,915.75","1,906.25"
6/21/10,"1,899.50","1,923.00","1,941.00","1,883.75"
6/22/10,"1,878.25","1,899.00","1,916.75","1,876.50"
6/23/10,"1,873.75","1,878.75","1,890.00","1,857.75"
6/24/10,"1,849.50","1,870.00","1,875.25","1,837.25"
6/25/10,"1,839.25","1,846.00","1,856.50","1,827.25"
6/28/10,"1,836.00","1,839.00","1,851.50","1,821.25"
6/29/10,"1,763.50","1,835.50","1,839.50","1,748.00"
6/30/10,"1,738.00","1,764.00","1,777.50","1,733.00"
7/1/10,"1,728.00","1,736.25","1,745.75","1,698.00"
7/2/10,"1,721.25","1,728.75","1,745.75","1,710.25"
7/6/10,"1,734.50","1,722.00","1,762.50","1,705.75"
7/7/10,"1,789.50","1,734.75","1,789.50","1,721.75"
7/8/10,"1,798.00","1,788.50","1,803.25","1,774.50"
7/9/10,"1,811.50","1,796.75","1,815.25","1,789.25"
7/12/10,"1,820.25","1,810.00","1,829.75","1,801.25"
7/13/10,"1,842.50","1,819.00","1,849.50","1,818.00"
7/14/10,"1,851.25","1,860.00","1,866.25","1,838.00"
7/15/10,"1,849.25","1,850.25","1,864.50","1,828.50"
7/16/10,"1,802.00","1,849.50","1,856.00","1,800.00"
7/19/10,"1,805.50","1,800.50","1,821.25","1,782.50"
7/20/10,"1,839.75","1,805.25","1,841.25","1,781.75"
7/21/10,"1,815.50","1,839.75","1,860.00","1,811.00"
7/22/10,"1,852.75","1,815.50","1,869.25","1,812.50"
7/23/10,"1,873.75","1,850.50","1,876.25","1,844.25"
7/26/10,"1,887.50","1,874.25","1,888.25","1,866.00"
7/27/10,"1,886.50","1,887.50","1,900.75","1,878.25"
7/28/10,"1,869.75","1,885.75","1,894.75","1,864.75"
7/29/10,"1,857.25","1,870.25","1,886.50","1,838.50"
7/30/10,"1,862.25","1,857.00","1,873.50","1,831.50"
8/2/10,"1,894.25","1,868.75","1,901.75","1,864.50"
8/3/10,"1,893.00","1,893.75","1,898.25","1,879.75"
8/4/10,"1,905.25","1,892.50","1,910.00","1,883.25"
8/5/10,"1,901.00","1,906.25","1,912.75","1,891.00"
8/6/10,"1,902.50","1,902.50","1,907.75","1,871.25"
8/9/10,"1,913.75","1,903.00","1,918.00","1,898.50"
8/10/10,"1,896.50","1,914.00","1,914.00","1,880.75"
8/11/10,"1,837.75","1,897.00","1,898.00","1,837.00"
8/12/10,"1,827.25","1,837.25","1,838.25","1,806.25"
8/13/10,"1,815.25","1,830.00","1,842.75","1,815.25"
8/16/10,"1,820.00","1,817.75","1,833.25","1,800.00"
8/17/10,"1,839.50","1,819.25","1,860.50","1,817.00"
8/18/10,"1,836.75","1,840.00","1,862.25","1,831.00"
8/19/10,"1,820.00","1,838.75","1,850.50","1,810.25"
8/20/10,"1,825.50","1,820.00","1,829.75","1,808.50"
8/23/10,"1,809.50","1,824.75","1,842.75","1,804.75"
8/24/10,"1,773.75","1,809.25","1,810.25","1,766.00"
8/25/10,"1,789.75","1,773.75","1,798.50","1,756.75"
8/26/10,"1,767.50","1,790.00","1,802.75","1,765.00"
8/27/10,"1,789.25","1,766.00","1,794.50","1,744.00"
8/30/10,"1,768.75","1,790.75","1,805.50","1,768.25"
8/31/10,"1,766.50","1,768.50","1,781.75","1,754.50"
9/1/10,"1,820.00","1,773.25","1,825.00","1,770.50"
9/2/10,"1,837.25","1,820.50","1,841.25","1,813.00"
9/3/10,"1,867.00","1,838.75","1,871.25","1,834.50"
9/7/10,"1,857.50","1,867.50","1,878.00","1,853.75"
9/8/10,"1,877.50","1,857.25","1,888.00","1,852.25"
9/9/10,"1,885.75","1,878.25","1,897.75","1,874.75"
9/10/10,"1,892.25","1,886.75","1,896.75","1,880.00"
9/13/10,"1,919.25","1,896.50","1,925.25","1,896.50"
9/14/10,"1,925.25","1,919.25","1,938.75","1,912.50"
9/15/10,"1,942.25","1,925.75","1,943.00","1,916.75"
9/16/10,"1,952.50","1,943.75","1,955.50","1,932.00"
9/17/10,"1,959.83","1,955.50","1,973.00","1,955.00"
9/20/10,"1,981.75","1,950.50","1,990.75","1,947.25"
9/21/10,"1,985.50","1,982.00","2,000.25","1,977.00"
9/22/10,"1,979.50","1,985.50","1,994.75","1,970.50"
9/23/10,"1,981.50","1,979.50","2,000.25","1,962.50"
9/24/10,"2,018.25","1,982.75","2,022.00","1,978.75"
9/27/10,"2,007.25","2,018.75","2,032.00","2,007.75"
9/28/10,"2,008.50","2,008.00","2,024.50","1,977.25"
9/29/10,"2,009.00","2,009.75","2,018.50","1,998.50"
9/30/10,"1,995.50","2,009.50","2,028.25","1,983.25"
10/1/10,"1,994.50","1,995.75","2,015.50","1,985.00"
10/4/10,"1,977.00","1,997.75","1,997.75","1,961.00"
10/5/10,"2,018.50","1,977.25","2,025.00","1,975.50"
10/6/10,"2,004.25","2,018.75","2,024.50","1,990.25"
10/7/10,"2,014.00","2,004.25","2,019.75","1,993.75"
10/8/10,"2,020.75","2,014.00","2,029.25","1,982.00"
10/11/10,"2,025.50","2,023.00","2,035.00","2,018.75"
10/12/10,"2,037.00","2,025.25","2,043.50","2,004.25"
10/13/10,"2,056.00","2,042.00","2,065.25","2,035.75"
10/14/10,"2,062.00","2,056.50","2,067.50","2,041.25"
10/15/10,"2,095.00","2,065.00","2,097.75","2,060.25"
10/18/10,"2,094.50","2,095.00","2,104.75","2,082.75"
10/19/10,"2,067.50","2,092.00","2,103.00","2,051.50"
10/20/10,"2,083.75","2,068.00","2,098.50","2,062.50"
10/21/10,"2,080.00","2,085.00","2,104.50","2,066.75"
10/22/10,"2,104.00","2,080.50","2,104.50","2,077.00"
10/25/10,"2,108.50","2,104.00","2,125.50","2,102.00"
10/26/10,"2,116.00","2,109.25","2,122.00","2,092.50"
10/27/10,"2,123.75","2,117.25","2,125.00","2,102.25"
10/28/10,"2,125.75","2,123.50","2,136.75","2,109.25"
10/29/10,"2,122.00","2,126.75","2,135.50","2,116.75"
11/1/10,"2,129.00","2,125.00","2,146.50","2,115.00"
11/2/10,"2,150.25","2,128.25","2,153.75","2,126.25"
11/3/10,"2,164.25","2,151.25","2,165.50","2,130.00"
11/4/10,"2,184.50","2,164.50","2,191.00","2,162.25"
11/5/10,"2,184.75","2,184.00","2,191.00","2,176.50"
11/8/10,"2,184.00","2,180.50","2,189.25","2,173.50"
11/9/10,"2,176.25","2,183.00","2,198.00","2,164.25"
11/10/10,"2,174.50","2,175.25","2,187.25","2,160.00"
11/11/10,"2,172.50","2,175.25","2,175.50","2,142.25"
11/12/10,"2,133.75","2,171.75","2,174.25","2,119.25"
11/15/10,"2,128.00","2,134.00","2,151.00","2,126.50"
11/16/10,"2,090.75","2,126.75","2,127.25","2,083.50"
11/17/10,"2,097.00","2,093.00","2,109.25","2,088.00"
11/18/10,"2,134.25","2,097.50","2,146.75","2,095.75"
11/19/10,"2,133.50","2,135.25","2,138.75","2,119.75"
11/22/10,"2,154.50","2,139.00","2,155.50","2,120.75"
11/23/10,"2,119.00","2,152.75","2,154.25","2,104.75"
11/24/10,"2,158.00","2,117.25","2,165.50","2,113.00"
11/26/10,"2,146.00","2,156.50","2,163.25","2,134.75"
11/29/10,"2,145.50","2,150.00","2,160.25","2,117.75"
11/30/10,"2,117.00","2,144.75","2,147.50","2,109.25"
12/1/10,"2,158.50","2,115.00","2,174.00","2,110.75"
12/2/10,"2,187.00","2,159.00","2,188.75","2,156.75"
12/3/10,"2,187.25","2,188.00","2,195.00","2,167.75"
12/6/10,"2,190.50","2,188.00","2,193.75","2,177.00"
12/7/10,"2,190.00","2,191.25","2,217.00","2,185.50"
12/8/10,"2,200.50","2,190.25","2,202.00","2,180.00"
12/9/10,"2,201.25","2,199.50","2,214.75","2,193.75"
12/10/10,"2,216.50","2,200.25","2,218.25","2,197.25"
12/13/10,"2,211.75","2,217.75","2,234.00","2,206.75"
12/14/10,"2,215.25","2,209.75","2,221.00","2,205.75"
12/15/10,"2,202.25","2,217.00","2,224.25","2,197.00"
12/16/10,"2,220.25","2,204.00","2,225.75","2,197.75"
12/17/10,"2,222.92","2,222.25","2,224.00","2,216.50"
12/20/10,"2,220.25","2,216.00","2,230.00","2,205.50"
12/21/10,"2,235.25","2,220.00","2,237.00","2,219.25"
12/22/10,"2,236.00","2,233.75","2,238.25","2,230.25"
12/23/10,"2,230.50","2,236.75","2,239.00","2,223.75"
12/27/10,"2,230.00","2,227.25","2,234.00","2,207.25"
12/28/10,"2,225.50","2,229.25","2,237.00","2,221.25"
12/29/10,"2,228.50","2,227.25","2,235.75","2,224.25"
12/30/10,"2,224.50","2,228.50","2,232.75","2,221.50"
12/31/10,"2,216.00","2,225.25","2,229.00","2,207.50"
